epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,35186.2,0.47257,0.29392,0.82291,0.99802,0.9978,0.99487,0.93037,0.38623,0.22148,0.7991,0.007921,0.007921,0.007921
23,36778.3,0.47149,0.29392,0.82212,0.99806,0.99784,0.99487,0.93063,0.38524,0.22132,0.79811,0.007822,0.007822,0.007822
24,38370.5,0.46908,0.29193,0.82204,0.99806,0.99785,0.99487,0.93088,0.38426,0.22098,0.79743,0.007723,0.007723,0.007723
25,39963,0.46757,0.29176,0.82199,0.99806,0.99786,0.99487,0.93089,0.38363,0.22072,0.7969,0.007624,0.007624,0.007624
26,41555.8,0.46586,0.29005,0.82021,0.9981,0.99788,0.99486,0.93087,0.38283,0.22041,0.79612,0.007525,0.007525,0.007525
27,43148.4,0.46431,0.28952,0.82016,0.99811,0.99789,0.99486,0.93085,0.38246,0.22035,0.79552,0.007426,0.007426,0.007426
28,44747.1,0.46399,0.28962,0.82009,0.99812,0.99788,0.99487,0.93075,0.38228,0.22037,0.79511,0.007327,0.007327,0.007327
29,46340.5,0.46143,0.28802,0.82007,0.99814,0.99788,0.99487,0.93073,0.38217,0.22021,0.79495,0.007228,0.007228,0.007228
30,47931.9,0.46081,0.28733,0.82093,0.99818,0.99792,0.99488,0.93099,0.38145,0.21986,0.79491,0.007129,0.007129,0.007129
31,49523.5,0.45961,0.28663,0.81897,0.99823,0.99793,0.99488,0.93086,0.38141,0.21963,0.79468,0.00703,0.00703,0.00703
32,51115.6,0.4588,0.28667,0.81834,0.99824,0.99794,0.99488,0.93061,0.38141,0.21956,0.79431,0.006931,0.006931,0.006931
33,52707.4,0.45756,0.28524,0.81949,0.99832,0.99793,0.99489,0.9306,0.38182,0.21933,0.79427,0.006832,0.006832,0.006832
34,54299.2,0.45516,0.28523,0.81648,0.99836,0.99794,0.99489,0.93067,0.38133,0.21904,0.79358,0.006733,0.006733,0.006733
35,55891.3,0.45431,0.2844,0.8182,0.99842,0.99798,0.99489,0.93057,0.38131,0.21877,0.7934,0.006634,0.006634,0.006634
36,57482.3,0.45374,0.28426,0.81788,0.99836,0.99801,0.99489,0.93029,0.38212,0.21918,0.7934,0.006535,0.006535,0.006535
37,59077.6,0.45192,0.28381,0.81711,0.99841,0.99803,0.99489,0.92996,0.38273,0.21959,0.79335,0.006436,0.006436,0.006436
38,60675.8,0.45022,0.28296,0.81648,0.99842,0.99805,0.99489,0.92953,0.38351,0.21975,0.79327,0.006337,0.006337,0.006337
39,62267.4,0.44983,0.28239,0.81616,0.99842,0.99808,0.99489,0.92951,0.38299,0.21984,0.79312,0.006238,0.006238,0.006238
40,63859.6,0.44783,0.28114,0.81512,0.99848,0.99808,0.99489,0.92928,0.38394,0.21998,0.79317,0.006139,0.006139,0.006139
41,65452.1,0.44669,0.27987,0.81399,0.99849,0.99808,0.99489,0.92917,0.38411,0.21999,0.7927,0.00604,0.00604,0.00604
42,67045.2,0.44528,0.27985,0.81517,0.99846,0.99808,0.99489,0.92925,0.38367,0.21985,0.79244,0.005941,0.005941,0.005941
43,68646.1,0.44417,0.27938,0.8147,0.99847,0.99807,0.99488,0.92911,0.38403,0.21993,0.7924,0.005842,0.005842,0.005842
44,70242.8,0.4408,0.27795,0.81277,0.99845,0.99807,0.99488,0.92948,0.38236,0.22001,0.79188,0.005743,0.005743,0.005743
45,71835,0.43691,0.27717,0.81332,0.99848,0.99806,0.99489,0.92979,0.3809,0.2198,0.79153,0.005644,0.005644,0.005644
46,73426.6,0.43617,0.27645,0.81344,0.99851,0.9981,0.9949,0.9299,0.38023,0.21964,0.79126,0.005545,0.005545,0.005545
47,75018.3,0.43447,0.27517,0.81271,0.99857,0.99809,0.9949,0.93029,0.37835,0.21917,0.79077,0.005446,0.005446,0.005446
48,76608.5,0.43345,0.27483,0.81219,0.99859,0.9981,0.99491,0.93057,0.37663,0.21858,0.79027,0.005347,0.005347,0.005347
49,78201.1,0.43206,0.27433,0.81048,0.9986,0.9981,0.99491,0.93106,0.37449,0.21806,0.78947,0.005248,0.005248,0.005248
50,79794.2,0.43028,0.27248,0.81192,0.99856,0.99808,0.99491,0.93173,0.3715,0.21739,0.78889,0.005149,0.005149,0.005149
51,81386.8,0.43054,0.27282,0.81157,0.99852,0.9981,0.99491,0.93241,0.36785,0.21683,0.78833,0.00505,0.00505,0.00505
52,82979.5,0.42827,0.27294,0.81204,0.99854,0.99812,0.9949,0.93291,0.3651,0.21633,0.78782,0.004951,0.004951,0.004951
53,84576.4,0.42891,0.27234,0.81116,0.99855,0.99813,0.9949,0.93334,0.36294,0.21604,0.78731,0.004852,0.004852,0.004852
54,86175.9,0.42807,0.27177,0.81101,0.99856,0.99815,0.99491,0.93377,0.36078,0.21553,0.7869,0.004753,0.004753,0.004753
55,87768.6,0.42512,0.27008,0.81047,0.99859,0.99814,0.99491,0.93411,0.35844,0.21496,0.78645,0.004654,0.004654,0.004654
56,89360.6,0.42389,0.26989,0.81024,0.9986,0.99813,0.99491,0.93454,0.35665,0.21485,0.78619,0.004555,0.004555,0.004555
57,90952.6,0.42209,0.26968,0.80966,0.99862,0.99813,0.99492,0.93473,0.35545,0.21478,0.78596,0.004456,0.004456,0.004456
58,92542.7,0.42173,0.2687,0.80953,0.99864,0.99813,0.99492,0.93493,0.35402,0.21454,0.78568,0.004357,0.004357,0.004357
59,94134.5,0.41958,0.26813,0.81068,0.99866,0.99813,0.99492,0.93499,0.3536,0.21472,0.78564,0.004258,0.004258,0.004258
60,95726.3,0.41879,0.26884,0.80977,0.99871,0.99812,0.99493,0.93535,0.35119,0.21463,0.78532,0.004159,0.004159,0.004159
61,97325.4,0.4179,0.26826,0.80924,0.99872,0.99812,0.99493,0.9356,0.3493,0.21455,0.78507,0.00406,0.00406,0.00406
62,98916,0.41633,0.26851,0.80967,0.99871,0.99812,0.99493,0.93592,0.34744,0.21466,0.78478,0.003961,0.003961,0.003961
63,100506,0.4156,0.26705,0.80912,0.99875,0.99815,0.99492,0.9361,0.34609,0.21477,0.7846,0.003862,0.003862,0.003862
64,102095,0.41418,0.26683,0.80831,0.99874,0.99815,0.99492,0.9363,0.34494,0.21493,0.78451,0.003763,0.003763,0.003763
65,103685,0.41289,0.26674,0.80767,0.99873,0.99819,0.99492,0.93627,0.34443,0.21521,0.78437,0.003664,0.003664,0.003664
66,105276,0.41092,0.26479,0.80708,0.99877,0.99819,0.99492,0.93649,0.34314,0.21537,0.78411,0.003565,0.003565,0.003565
67,106867,0.40873,0.26566,0.80737,0.99878,0.99819,0.99492,0.9366,0.34134,0.21554,0.7839,0.003466,0.003466,0.003466
68,108456,0.40835,0.2652,0.80774,0.9988,0.9982,0.99492,0.93678,0.3401,0.21592,0.78389,0.003367,0.003367,0.003367
69,110046,0.40649,0.26435,0.80795,0.99877,0.9982,0.99491,0.93662,0.33976,0.21654,0.784,0.003268,0.003268,0.003268
70,111637,0.4044,0.26392,0.80631,0.99873,0.99822,0.99491,0.9365,0.33934,0.21715,0.78394,0.003169,0.003169,0.003169
71,113226,0.40459,0.26365,0.80447,0.99872,0.99823,0.9949,0.93672,0.33782,0.21738,0.78341,0.00307,0.00307,0.00307
72,114817,0.40242,0.26338,0.80542,0.99872,0.99824,0.99491,0.93674,0.33673,0.21775,0.78318,0.002971,0.002971,0.002971
73,116408,0.40014,0.26337,0.80405,0.99873,0.99824,0.99491,0.93677,0.33623,0.21781,0.78281,0.002872,0.002872,0.002872
74,117998,0.39845,0.26196,0.80457,0.99873,0.99825,0.99491,0.9368,0.33588,0.21816,0.78259,0.002773,0.002773,0.002773
75,119588,0.39718,0.26095,0.80356,0.9987,0.99827,0.99491,0.93667,0.33565,0.21854,0.78233,0.002674,0.002674,0.002674
76,121179,0.39582,0.2604,0.8028,0.99871,0.99829,0.99491,0.93652,0.33533,0.21904,0.78203,0.002575,0.002575,0.002575
77,122769,0.39459,0.25903,0.8027,0.99874,0.99829,0.99492,0.93647,0.33461,0.21898,0.78167,0.002476,0.002476,0.002476
78,124359,0.39191,0.25943,0.80313,0.99877,0.9983,0.99492,0.93641,0.33382,0.21935,0.78136,0.002377,0.002377,0.002377
79,125954,0.39118,0.25902,0.80312,0.99875,0.99829,0.99492,0.9366,0.33334,0.21973,0.78119,0.002278,0.002278,0.002278
80,127549,0.39029,0.25874,0.8033,0.99874,0.9983,0.99492,0.93674,0.33225,0.21991,0.78105,0.002179,0.002179,0.002179
81,129150,0.38748,0.25717,0.8027,0.99877,0.99829,0.99492,0.93657,0.33241,0.22039,0.7811,0.00208,0.00208,0.00208
82,130750,0.38728,0.25674,0.80152,0.99875,0.9983,0.99492,0.93668,0.33065,0.22062,0.78068,0.001981,0.001981,0.001981
83,132343,0.38449,0.25545,0.8021,0.99878,0.99828,0.99491,0.93661,0.32947,0.2211,0.78054,0.001882,0.001882,0.001882
84,133992,0.38272,0.2551,0.80099,0.99879,0.99828,0.99492,0.93672,0.32844,0.22128,0.7803,0.001783,0.001783,0.001783
85,135649,0.38186,0.25326,0.80111,0.99875,0.99828,0.99492,0.93667,0.32801,0.22156,0.78019,0.001684,0.001684,0.001684
86,137244,0.37955,0.25268,0.80099,0.99877,0.99827,0.99492,0.93652,0.32737,0.22204,0.78005,0.001585,0.001585,0.001585
87,138832,0.37814,0.25272,0.80045,0.99878,0.99826,0.99492,0.93658,0.32619,0.22238,0.7799,0.001486,0.001486,0.001486
88,140422,0.37606,0.25144,0.7991,0.99881,0.99826,0.99492,0.9367,0.32571,0.2226,0.77973,0.001387,0.001387,0.001387
89,142012,0.37349,0.24974,0.79953,0.99877,0.99828,0.99493,0.93662,0.32486,0.22291,0.77963,0.001288,0.001288,0.001288
90,143604,0.37144,0.24857,0.79814,0.9987,0.99828,0.99493,0.93679,0.32382,0.22308,0.77932,0.001189,0.001189,0.001189
91,145287,0.35061,0.22386,0.79203,0.99874,0.99827,0.99493,0.93746,0.32029,0.22253,0.77881,0.00109,0.00109,0.00109
92,146999,0.3454,0.22353,0.79224,0.99883,0.99828,0.99494,0.93777,0.31779,0.2226,0.77856,0.000991,0.000991,0.000991
93,148740,0.34184,0.22189,0.78936,0.99886,0.99828,0.99495,0.93814,0.3159,0.22257,0.77813,0.000892,0.000892,0.000892
94,150491,0.33786,0.22138,0.78923,0.99885,0.99829,0.99495,0.93843,0.3143,0.22251,0.77778,0.000793,0.000793,0.000793
95,152257,0.33616,0.22017,0.78973,0.99891,0.9983,0.99496,0.93833,0.31339,0.22262,0.77761,0.000694,0.000694,0.000694
96,154004,0.33223,0.21862,0.78803,0.99891,0.9983,0.99496,0.93848,0.31249,0.22271,0.77728,0.000595,0.000595,0.000595
97,155717,0.33028,0.21657,0.78766,0.99893,0.99831,0.99496,0.93855,0.31178,0.22275,0.77711,0.000496,0.000496,0.000496
98,157450,0.32872,0.21413,0.78767,0.99899,0.99831,0.99496,0.93849,0.3112,0.22275,0.77695,0.000397,0.000397,0.000397
99,159170,0.32577,0.21338,0.78695,0.999,0.9983,0.99496,0.93831,0.31064,0.22292,0.77678,0.000298,0.000298,0.000298
100,160948,0.32313,0.2115,0.78557,0.99907,0.9983,0.99497,0.93836,0.31021,0.22275,0.7766,0.000199,0.000199,0.000199
